date_time,x,is_charging,battery_level
04-05-14-476_03-02-21_EST,3,False,18
04-09-03-396_03-02-21_EST,3,False,18
04-15-14-468_03-02-21_EST,3,False,18
04-20-36-605_03-02-21_EST,3,False,18
04-25-14-459_03-02-21_EST,3,False,18
04-30-24-309_03-02-21_EST,3,False,18
04-30-41-602_03-02-21_EST,3,False,18
04-35-14-451_03-02-21_EST,3,False,18
04-45-06-302_03-02-21_EST,3,False,18
04-45-21-700_03-02-21_EST,3,False,18
04-46-56-966_03-02-21_EST,3,False,18
04-50-09-445_03-02-21_EST,3,False,16
04-50-40-087_03-02-21_EST,3,False,16
04-52-36-774_03-02-21_EST,3,False,16
04-53-23-525_03-02-21_EST,3,False,15
04-55-14-444_03-02-21_EST,3,False,14
04-55-43-578_03-02-21_EST,3,False,14
