date_time,x,is_charging,battery_level
11-38-23-318_03-07-21_EST,5,True,100
11-39-23-345_03-07-21_EST,5,True,100
11-40-23-353_03-07-21_EST,5,True,100
11-41-23-360_03-07-21_EST,5,True,100
11-42-23-370_03-07-21_EST,5,True,100
11-43-23-301_03-07-21_EST,5,True,100
11-44-23-343_03-07-21_EST,5,True,100
11-45-23-348_03-07-21_EST,5,True,100
11-46-23-336_03-07-21_EST,5,True,100
11-47-23-355_03-07-21_EST,5,True,100
11-48-23-338_03-07-21_EST,5,True,100
11-49-23-361_03-07-21_EST,5,True,100
11-50-23-338_03-07-21_EST,5,True,100
11-51-23-353_03-07-21_EST,5,True,100
11-52-23-316_03-07-21_EST,5,True,100
11-53-23-340_03-07-21_EST,5,True,100
11-54-23-351_03-07-21_EST,5,True,100
11-55-23-385_03-07-21_EST,5,True,100
11-56-23-319_03-07-21_EST,5,True,100
11-57-23-335_03-07-21_EST,5,True,100
11-58-23-374_03-07-21_EST,5,True,100
11-59-23-355_03-07-21_EST,5,True,100
