date_time,x,is_charging,battery_level
05-41-35-200_02-24-21_EST,2,True,14
05-41-37-007_02-24-21_EST,2,True,14
05-41-39-010_02-24-21_EST,2,True,14
05-41-39-828_02-24-21_EST,2,True,15
05-41-45-242_02-24-21_EST,2,True,15
05-41-53-574_02-24-21_EST,2,True,15
05-42-08-782_02-24-21_EST,2,True,15
05-42-16-506_02-24-21_EST,2,True,15
05-42-44-294_02-24-21_EST,2,True,16
05-43-08-783_02-24-21_EST,2,True,17
05-43-09-159_02-24-21_EST,2,True,17
05-43-35-537_02-24-21_EST,2,True,18
05-44-01-857_02-24-21_EST,2,True,19
05-44-08-804_02-24-21_EST,2,True,20
05-44-29-695_02-24-21_EST,2,True,20
05-44-54-129_02-24-21_EST,2,True,21
05-44-58-968_02-24-21_EST,2,True,21
05-45-08-780_02-24-21_EST,2,True,22
05-45-28-250_02-24-21_EST,2,True,22
05-45-58-963_02-24-21_EST,2,True,24
05-46-08-778_02-24-21_EST,2,True,24
05-46-17-857_02-24-21_EST,2,True,24
05-46-18-235_02-24-21_EST,2,True,24
05-46-33-821_02-24-21_EST,2,True,24
05-46-37-512_02-24-21_EST,2,True,25
05-47-03-377_02-24-21_EST,2,True,25
05-47-08-776_02-24-21_EST,2,True,25
05-47-48-749_02-24-21_EST,2,True,26
05-48-08-773_02-24-21_EST,2,True,27
05-48-23-878_02-24-21_EST,2,True,27
05-48-59-002_02-24-21_EST,2,True,28
05-49-08-779_02-24-21_EST,2,True,29
05-49-34-138_02-24-21_EST,2,True,29
05-50-08-779_02-24-21_EST,2,True,30
05-50-09-257_02-24-21_EST,2,True,30
05-50-44-354_02-24-21_EST,2,True,31
05-51-08-786_02-24-21_EST,2,True,32
05-51-19-529_02-24-21_EST,2,True,32
05-51-56-120_02-24-21_EST,2,True,33
05-52-08-782_02-24-21_EST,2,True,34
05-52-32-710_02-24-21_EST,2,True,35
05-53-08-801_02-24-21_EST,2,True,35
05-53-09-338_02-24-21_EST,2,True,35
05-53-47-391_02-24-21_EST,2,True,36
05-54-08-782_02-24-21_EST,2,True,37
05-54-23-977_02-24-21_EST,2,True,37
05-55-00-589_02-24-21_EST,2,True,38
05-55-08-771_02-24-21_EST,2,True,38
05-55-32-661_02-24-21_EST,2,True,39
05-55-34-149_02-24-21_EST,2,True,39
05-55-37-190_02-24-21_EST,2,True,39
05-56-08-773_02-24-21_EST,2,True,40
05-56-16-104_02-24-21_EST,2,True,40
05-56-20-020_02-24-21_EST,2,True,40
05-56-29-948_02-24-21_EST,2,True,41
05-56-38-142_02-24-21_EST,2,True,41
05-56-46-412_02-24-21_EST,2,True,41
05-56-53-138_02-24-21_EST,2,True,41
05-56-53-268_02-24-21_EST,2,True,42
05-56-59-559_02-24-21_EST,2,True,42
05-57-04-507_02-24-21_EST,2,True,42
05-57-11-521_02-24-21_EST,2,True,42
05-57-11-556_02-24-21_EST,2,True,42
05-57-14-388_02-24-21_EST,2,True,42
05-57-19-717_02-24-21_EST,2,True,42
05-57-24-276_02-24-21_EST,2,True,42
05-57-29-435_02-24-21_EST,2,True,42
05-57-29-569_02-24-21_EST,2,True,42
05-57-38-811_02-24-21_EST,2,True,42
05-57-38-853_02-24-21_EST,2,True,43
05-57-40-462_02-24-21_EST,2,True,43
05-57-44-103_02-24-21_EST,2,True,43
05-57-50-780_02-24-21_EST,2,True,43
05-57-50-814_02-24-21_EST,2,True,43
05-57-55-332_02-24-21_EST,2,True,43
05-57-56-606_02-24-21_EST,2,True,43
05-57-58-925_02-24-21_EST,2,True,43
05-58-03-885_02-24-21_EST,2,True,44
05-58-08-781_02-24-21_EST,2,True,44
05-58-13-781_02-24-21_EST,2,True,44
05-58-20-346_02-24-21_EST,2,True,44
05-58-28-206_02-24-21_EST,2,True,44
05-58-28-649_02-24-21_EST,2,True,44
05-58-28-990_02-24-21_EST,2,True,44
05-58-33-582_02-24-21_EST,2,True,44
05-58-38-533_02-24-21_EST,2,True,44
05-58-43-496_02-24-21_EST,2,True,44
05-58-43-841_02-24-21_EST,2,True,44
05-58-45-011_02-24-21_EST,2,True,44
05-58-48-431_02-24-21_EST,2,True,44
05-58-53-386_02-24-21_EST,2,True,45
05-58-58-319_02-24-21_EST,2,True,45
05-59-04-923_02-24-21_EST,2,True,45
05-59-08-743_02-24-21_EST,2,True,45
05-59-11-504_02-24-21_EST,2,True,45
05-59-18-100_02-24-21_EST,2,True,45
05-59-23-164_02-24-21_EST,2,True,45
05-59-24-685_02-24-21_EST,2,True,45
05-59-31-264_02-24-21_EST,2,True,45
05-59-36-231_02-24-21_EST,2,True,46
05-59-36-597_02-24-21_EST,2,True,46
05-59-41-170_02-24-21_EST,2,True,46
05-59-46-164_02-24-21_EST,2,True,46
05-59-51-064_02-24-21_EST,2,True,46
05-59-57-654_02-24-21_EST,2,True,46
05-59-59-859_02-24-21_EST,2,True,46
