date_time,x,is_charging,battery_level
20-35-26-981_02-26-21_EST,2,True,86
20-35-38-359_02-26-21_EST,2,True,87
20-36-38-374_02-26-21_EST,2,True,87
20-37-38-360_02-26-21_EST,2,True,87
20-38-32-357_02-26-21_EST,2,True,87
20-38-38-391_02-26-21_EST,2,True,87
20-39-38-413_02-26-21_EST,2,True,88
20-40-38-354_02-26-21_EST,2,True,88
20-41-36-273_02-26-21_EST,2,True,88
20-41-38-358_02-26-21_EST,2,True,88
20-42-38-392_02-26-21_EST,2,True,89
20-43-38-371_02-26-21_EST,2,True,89
20-44-38-325_02-26-21_EST,2,True,89
20-45-38-365_02-26-21_EST,2,True,89
20-46-38-376_02-26-21_EST,2,True,89
20-47-19-308_02-26-21_EST,2,True,89
20-47-38-387_02-26-21_EST,2,True,89
20-48-38-384_02-26-21_EST,2,True,90
20-49-38-393_02-26-21_EST,2,True,90
20-49-51-104_02-26-21_EST,2,True,90
20-50-38-400_02-26-21_EST,2,True,91
20-51-38-367_02-26-21_EST,2,True,91
20-52-38-360_02-26-21_EST,2,True,91
20-52-57-906_02-26-21_EST,2,True,91
20-53-38-355_02-26-21_EST,2,True,91
20-54-38-435_02-26-21_EST,2,True,92
20-55-16-366_02-26-21_EST,2,True,92
20-55-16-478_02-26-21_EST,2,True,92
20-55-19-238_02-26-21_EST,2,True,92
20-55-20-111_02-26-21_EST,2,True,92
20-55-22-731_02-26-21_EST,2,True,92
20-55-29-132_02-26-21_EST,2,True,92
20-55-30-422_02-26-21_EST,2,True,92
20-55-31-927_02-26-21_EST,2,True,92
20-55-38-379_02-26-21_EST,2,True,92
20-56-02-544_02-26-21_EST,2,True,92
20-56-03-204_02-26-21_EST,2,True,92
20-56-07-784_02-26-21_EST,2,True,92
20-56-09-550_02-26-21_EST,2,True,92
20-56-10-711_02-26-21_EST,2,True,92
20-56-12-802_02-26-21_EST,2,True,92
20-56-14-500_02-26-21_EST,2,True,92
20-56-15-332_02-26-21_EST,2,True,92
20-56-21-841_02-26-21_EST,2,True,92
20-56-25-518_02-26-21_EST,2,True,92
20-56-26-651_02-26-21_EST,2,True,92
20-56-32-963_02-26-21_EST,2,True,92
20-56-38-368_02-26-21_EST,2,True,93
20-56-42-865_02-26-21_EST,2,True,93
20-56-44-822_02-26-21_EST,2,True,93
20-56-46-249_02-26-21_EST,2,True,93
20-56-47-352_02-26-21_EST,2,True,93
20-56-49-661_02-26-21_EST,2,True,93
20-56-51-494_02-26-21_EST,2,True,93
20-56-55-159_02-26-21_EST,2,True,93
20-56-55-698_02-26-21_EST,2,True,93
20-56-56-211_02-26-21_EST,2,True,93
20-56-57-684_02-26-21_EST,2,True,93
20-57-00-147_02-26-21_EST,2,True,93
20-57-02-065_02-26-21_EST,2,True,93
20-57-03-192_02-26-21_EST,2,True,93
20-57-12-414_02-26-21_EST,2,True,93
20-57-18-039_02-26-21_EST,2,True,93
20-57-23-313_02-26-21_EST,2,True,93
20-57-24-344_02-26-21_EST,2,True,93
20-57-25-484_02-26-21_EST,2,True,93
20-57-33-977_02-26-21_EST,2,True,93
20-57-37-366_02-26-21_EST,2,True,93
20-57-38-370_02-26-21_EST,2,True,93
20-57-39-926_02-26-21_EST,2,True,93
20-57-41-286_02-26-21_EST,2,True,93
20-57-43-192_02-26-21_EST,2,True,93
20-57-51-294_02-26-21_EST,2,True,93
20-57-53-339_02-26-21_EST,2,True,93
20-58-00-085_02-26-21_EST,2,True,93
20-58-01-817_02-26-21_EST,2,True,93
20-58-03-166_02-26-21_EST,2,True,93
20-58-05-455_02-26-21_EST,2,True,93
20-58-06-062_02-26-21_EST,2,True,93
20-58-07-720_02-26-21_EST,2,True,93
20-58-09-770_02-26-21_EST,2,True,93
20-58-10-502_02-26-21_EST,2,True,93
20-58-13-524_02-26-21_EST,2,True,93
20-58-16-544_02-26-21_EST,2,True,93
20-58-18-183_02-26-21_EST,2,True,93
20-58-19-872_02-26-21_EST,2,True,93
20-58-22-956_02-26-21_EST,2,True,93
20-58-23-924_02-26-21_EST,2,True,93
20-58-34-127_02-26-21_EST,2,True,93
20-58-37-228_02-26-21_EST,2,True,93
20-58-38-361_02-26-21_EST,2,True,93
20-58-41-091_02-26-21_EST,2,True,93
20-58-47-648_02-26-21_EST,2,True,93
20-58-48-150_02-26-21_EST,2,True,93
20-58-51-118_02-26-21_EST,2,True,93
20-59-01-387_02-26-21_EST,2,True,93
20-59-03-185_02-26-21_EST,2,True,93
20-59-06-781_02-26-21_EST,2,True,93
20-59-07-409_02-26-21_EST,2,True,93
20-59-11-536_02-26-21_EST,2,True,93
20-59-16-731_02-26-21_EST,2,True,93
20-59-22-087_02-26-21_EST,2,True,93
20-59-23-417_02-26-21_EST,2,True,93
20-59-25-545_02-26-21_EST,2,True,93
20-59-26-426_02-26-21_EST,2,True,93
20-59-34-329_02-26-21_EST,2,True,93
20-59-35-042_02-26-21_EST,2,True,93
20-59-37-383_02-26-21_EST,2,True,93
20-59-38-406_02-26-21_EST,2,True,93
20-59-39-344_02-26-21_EST,2,True,93
20-59-40-923_02-26-21_EST,2,True,93
20-59-42-164_02-26-21_EST,2,True,93
20-59-46-627_02-26-21_EST,2,True,93
20-59-52-209_02-26-21_EST,2,True,93
20-59-52-666_02-26-21_EST,2,True,93
