date_time,x,is_charging,battery_level
12-00-59-937_02-22-21_EST,5,True,100
12-01-59-929_02-22-21_EST,5,True,100
12-02-59-933_02-22-21_EST,5,True,100
12-03-59-913_02-22-21_EST,5,True,100
12-04-59-931_02-22-21_EST,5,True,100
12-05-59-925_02-22-21_EST,5,True,100
12-06-59-931_02-22-21_EST,5,True,100
12-07-59-933_02-22-21_EST,5,True,100
12-08-59-912_02-22-21_EST,5,True,100
12-09-59-940_02-22-21_EST,5,True,100
12-10-59-922_02-22-21_EST,5,True,100
12-11-59-908_02-22-21_EST,5,True,100
12-12-59-902_02-22-21_EST,5,True,100
12-13-59-939_02-22-21_EST,5,True,100
12-14-59-924_02-22-21_EST,5,True,100
12-15-59-929_02-22-21_EST,5,True,100
12-16-59-934_02-22-21_EST,5,True,100
12-17-59-925_02-22-21_EST,5,True,100
12-18-59-919_02-22-21_EST,5,True,100
12-19-59-925_02-22-21_EST,5,True,100
12-20-59-927_02-22-21_EST,5,True,100
12-21-59-918_02-22-21_EST,5,True,100
12-22-59-917_02-22-21_EST,5,True,100
12-23-59-919_02-22-21_EST,5,True,100
12-24-59-902_02-22-21_EST,5,True,100
12-25-59-918_02-22-21_EST,5,True,100
12-26-59-921_02-22-21_EST,5,True,100
12-27-59-892_02-22-21_EST,5,True,100
12-28-59-922_02-22-21_EST,5,True,100
12-29-59-917_02-22-21_EST,5,True,100
12-30-59-896_02-22-21_EST,5,True,100
12-31-59-931_02-22-21_EST,5,True,100
12-32-59-918_02-22-21_EST,5,True,100
12-33-59-924_02-22-21_EST,5,True,100
12-34-59-928_02-22-21_EST,5,True,100
12-35-59-907_02-22-21_EST,5,True,100
12-36-59-923_02-22-21_EST,5,True,100
12-37-59-917_02-22-21_EST,5,True,100
12-38-59-931_02-22-21_EST,5,True,100
12-39-59-933_02-22-21_EST,5,True,100
12-40-59-906_02-22-21_EST,5,True,100
12-41-59-926_02-22-21_EST,5,True,100
12-42-59-931_02-22-21_EST,5,True,100
12-43-59-926_02-22-21_EST,5,True,100
12-44-59-929_02-22-21_EST,5,True,100
12-45-59-920_02-22-21_EST,5,True,100
12-46-59-918_02-22-21_EST,5,True,100
12-47-59-926_02-22-21_EST,5,True,100
12-48-59-941_02-22-21_EST,5,True,100
12-49-59-933_02-22-21_EST,5,True,100
12-50-59-924_02-22-21_EST,5,True,100
12-51-59-929_02-22-21_EST,5,True,100
12-52-59-942_02-22-21_EST,5,True,100
12-53-59-931_02-22-21_EST,5,True,100
12-54-59-931_02-22-21_EST,5,True,100
12-55-59-922_02-22-21_EST,5,True,100
12-56-59-918_02-22-21_EST,5,True,100
12-57-59-926_02-22-21_EST,5,True,100
12-58-59-932_02-22-21_EST,5,True,100
12-59-59-909_02-22-21_EST,5,True,100
