date_time,x,is_charging,battery_level
06-04-10-473_03-07-21_EST,3,False,11
06-14-10-467_03-07-21_EST,3,False,11
06-16-50-962_03-07-21_EST,3,False,11
06-17-13-862_03-07-21_EST,3,False,11
06-18-35-231_03-07-21_EST,3,False,10
06-18-37-439_03-07-21_EST,3,False,10
06-18-49-119_03-07-21_EST,3,False,10
06-20-01-649_03-07-21_EST,3,False,10
06-21-23-132_03-07-21_EST,3,False,9
06-21-59-676_03-07-21_EST,3,False,9
06-22-01-275_03-07-21_EST,3,False,8
06-23-27-372_03-07-21_EST,3,False,7
06-23-58-069_03-07-21_EST,3,False,6
06-24-10-424_03-07-21_EST,3,False,6
06-24-51-875_03-07-21_EST,3,False,6
06-25-07-508_03-07-21_EST,3,False,6
06-28-37-994_03-07-21_EST,3,False,6
06-28-51-174_03-07-21_EST,3,False,6
06-29-02-103_03-07-21_EST,3,False,6
06-30-56-940_03-07-21_EST,3,False,6
06-32-23-144_03-07-21_EST,3,False,6
06-32-23-450_03-07-21_EST,4,False,6
06-32-23-487_03-07-21_EST,4,False,6
06-32-23-789_03-07-21_EST,4,False,6
06-32-24-030_03-07-21_EST,2,True,6
06-32-24-070_03-07-21_EST,2,True,6
06-32-24-288_03-07-21_EST,2,True,6
06-32-25-131_03-07-21_EST,2,True,7
06-32-26-961_03-07-21_EST,2,True,7
06-32-35-993_03-07-21_EST,2,True,7
06-32-37-469_03-07-21_EST,2,True,7
06-32-46-234_03-07-21_EST,2,True,7
06-32-46-290_03-07-21_EST,2,True,7
06-32-53-619_03-07-21_EST,2,True,7
06-32-53-989_03-07-21_EST,2,True,7
06-33-23-347_03-07-21_EST,2,True,7
06-33-27-468_03-07-21_EST,2,True,7
06-33-58-194_03-07-21_EST,2,True,9
06-34-21-596_03-07-21_EST,2,True,9
06-34-23-341_03-07-21_EST,2,True,9
06-34-45-022_03-07-21_EST,2,True,11
06-35-09-898_03-07-21_EST,2,True,11
06-35-23-320_03-07-21_EST,2,True,12
06-35-34-787_03-07-21_EST,2,True,13
06-36-01-127_03-07-21_EST,2,True,13
06-36-23-340_03-07-21_EST,2,True,14
06-36-28-881_03-07-21_EST,2,True,15
06-36-56-732_03-07-21_EST,2,True,15
06-37-23-343_03-07-21_EST,2,True,16
06-37-25-996_03-07-21_EST,2,True,16
06-37-55-253_03-07-21_EST,2,True,18
06-38-23-376_03-07-21_EST,2,True,18
06-38-25-983_03-07-21_EST,2,True,18
06-38-56-729_03-07-21_EST,2,True,20
06-39-23-349_03-07-21_EST,2,True,20
06-39-28-891_03-07-21_EST,2,True,20
06-40-01-083_03-07-21_EST,2,True,22
06-40-23-332_03-07-21_EST,2,True,22
06-40-33-284_03-07-21_EST,2,True,22
06-41-06-950_03-07-21_EST,2,True,24
06-41-23-363_03-07-21_EST,2,True,24
06-41-40-556_03-07-21_EST,2,True,24
06-42-15-700_03-07-21_EST,2,True,25
06-42-23-342_03-07-21_EST,2,True,26
06-42-50-807_03-07-21_EST,2,True,27
06-43-23-363_03-07-21_EST,2,True,27
06-43-27-413_03-07-21_EST,2,True,27
06-44-03-967_03-07-21_EST,2,True,29
06-44-23-368_03-07-21_EST,2,True,29
06-44-40-571_03-07-21_EST,2,True,29
06-45-18-629_03-07-21_EST,2,True,31
06-45-23-346_03-07-21_EST,2,True,31
06-45-55-211_03-07-21_EST,2,True,31
06-46-23-341_03-07-21_EST,2,True,32
06-46-31-791_03-07-21_EST,2,True,33
06-47-09-848_03-07-21_EST,2,True,34
06-47-23-347_03-07-21_EST,2,True,34
06-47-34-556_03-07-21_EST,2,True,34
06-47-34-843_03-07-21_EST,2,True,34
06-47-44-456_03-07-21_EST,2,True,35
06-47-53-761_03-07-21_EST,2,True,35
06-47-59-018_03-07-21_EST,2,True,35
06-48-02-710_03-07-21_EST,2,True,35
06-48-04-578_03-07-21_EST,2,True,35
06-48-04-605_03-07-21_EST,2,True,35
06-48-13-745_03-07-21_EST,2,True,35
06-48-16-260_03-07-21_EST,2,True,35
06-48-16-313_03-07-21_EST,2,True,35
06-48-20-657_03-07-21_EST,2,True,35
06-48-23-355_03-07-21_EST,2,True,36
06-48-25-562_03-07-21_EST,2,True,36
06-48-26-043_03-07-21_EST,2,True,36
06-48-30-508_03-07-21_EST,2,True,36
06-48-38-795_03-07-21_EST,2,True,36
06-48-40-409_03-07-21_EST,2,True,36
06-48-45-110_03-07-21_EST,2,True,36
06-48-47-947_03-07-21_EST,2,True,36
06-48-50-354_03-07-21_EST,2,True,36
06-48-55-311_03-07-21_EST,2,True,36
06-48-55-612_03-07-21_EST,2,True,36
