date_time,x,is_charging,battery_level
09-00-47-623_03-01-21_EST,5,True,100
09-01-47-617_03-01-21_EST,5,True,100
09-02-47-646_03-01-21_EST,5,True,100
09-03-47-629_03-01-21_EST,5,True,100
09-04-47-634_03-01-21_EST,5,True,100
09-05-47-602_03-01-21_EST,5,True,100
09-06-47-646_03-01-21_EST,5,True,100
09-07-47-632_03-01-21_EST,5,True,100
09-08-47-622_03-01-21_EST,5,True,100
09-09-47-639_03-01-21_EST,5,True,100
09-10-47-640_03-01-21_EST,5,True,100
09-11-47-652_03-01-21_EST,5,True,100
09-12-47-617_03-01-21_EST,5,True,100
09-13-47-620_03-01-21_EST,5,True,100
09-14-47-619_03-01-21_EST,5,True,100
09-15-47-597_03-01-21_EST,5,True,100
09-16-47-592_03-01-21_EST,5,True,100
09-17-47-651_03-01-21_EST,5,True,100
09-18-01-905_03-01-21_EST,5,True,100
09-18-47-629_03-01-21_EST,5,True,100
09-19-47-603_03-01-21_EST,5,True,100
09-20-47-585_03-01-21_EST,5,True,100
09-21-47-590_03-01-21_EST,5,True,100
09-22-47-623_03-01-21_EST,5,True,100
09-23-47-613_03-01-21_EST,5,True,100
09-24-47-632_03-01-21_EST,5,True,100
09-25-47-626_03-01-21_EST,5,True,100
09-26-47-611_03-01-21_EST,5,True,100
09-27-47-628_03-01-21_EST,5,True,100
09-28-47-625_03-01-21_EST,5,True,100
09-29-47-624_03-01-21_EST,5,True,100
09-30-47-589_03-01-21_EST,5,True,100
09-31-47-606_03-01-21_EST,5,True,100
09-32-47-624_03-01-21_EST,5,True,100
09-33-47-637_03-01-21_EST,5,True,100
09-34-47-627_03-01-21_EST,5,True,100
09-35-47-620_03-01-21_EST,5,True,100
09-36-47-633_03-01-21_EST,5,True,100
09-37-47-634_03-01-21_EST,5,True,100
09-38-47-608_03-01-21_EST,5,True,100
09-39-47-630_03-01-21_EST,5,True,100
09-40-47-622_03-01-21_EST,5,True,100
09-41-47-625_03-01-21_EST,5,True,100
09-42-47-624_03-01-21_EST,5,True,100
09-43-47-645_03-01-21_EST,5,True,100
09-44-47-624_03-01-21_EST,5,True,100
09-45-47-624_03-01-21_EST,5,True,100
09-46-47-635_03-01-21_EST,5,True,100
09-47-47-623_03-01-21_EST,5,True,100
09-48-47-620_03-01-21_EST,5,True,100
09-49-47-595_03-01-21_EST,5,True,100
09-50-47-603_03-01-21_EST,5,True,100
09-51-47-617_03-01-21_EST,5,True,100
09-52-47-618_03-01-21_EST,5,True,100
09-53-47-638_03-01-21_EST,5,True,100
09-54-47-622_03-01-21_EST,5,True,100
09-55-47-629_03-01-21_EST,5,True,100
09-56-47-623_03-01-21_EST,5,True,100
09-57-47-610_03-01-21_EST,5,True,100
09-58-47-625_03-01-21_EST,5,True,100
09-59-47-640_03-01-21_EST,5,True,100
