date_time,x,is_charging,battery_level
10-18-59-921_02-22-21_EST,5,True,100
10-19-59-949_02-22-21_EST,5,True,100
10-20-59-935_02-22-21_EST,5,True,100
10-21-59-912_02-22-21_EST,5,True,100
10-22-59-917_02-22-21_EST,5,True,100
10-23-59-921_02-22-21_EST,5,True,100
10-24-59-897_02-22-21_EST,5,True,100
10-25-59-935_02-22-21_EST,5,True,100
10-26-59-927_02-22-21_EST,5,True,100
10-27-59-948_02-22-21_EST,5,True,100
10-28-59-932_02-22-21_EST,5,True,100
10-29-59-922_02-22-21_EST,5,True,100
10-30-59-942_02-22-21_EST,5,True,100
10-31-59-905_02-22-21_EST,5,True,100
10-32-59-922_02-22-21_EST,5,True,100
10-33-59-923_02-22-21_EST,5,True,100
10-34-59-931_02-22-21_EST,5,True,100
10-35-59-921_02-22-21_EST,5,True,100
10-36-59-921_02-22-21_EST,5,True,100
10-37-59-915_02-22-21_EST,5,True,100
10-38-59-938_02-22-21_EST,5,True,100
10-39-59-926_02-22-21_EST,5,True,100
10-40-59-914_02-22-21_EST,5,True,100
10-41-59-918_02-22-21_EST,5,True,100
10-42-59-928_02-22-21_EST,5,True,100
10-43-59-927_02-22-21_EST,5,True,100
10-44-59-936_02-22-21_EST,5,True,100
10-45-59-913_02-22-21_EST,5,True,100
10-46-59-893_02-22-21_EST,5,True,100
10-47-59-921_02-22-21_EST,5,True,100
10-48-59-940_02-22-21_EST,5,True,100
10-49-59-930_02-22-21_EST,5,True,100
10-50-59-906_02-22-21_EST,5,True,100
10-51-59-930_02-22-21_EST,5,True,100
10-52-59-936_02-22-21_EST,5,True,100
10-53-59-917_02-22-21_EST,5,True,100
10-54-59-932_02-22-21_EST,5,True,100
10-55-59-947_02-22-21_EST,5,True,100
10-56-59-930_02-22-21_EST,5,True,100
10-57-59-932_02-22-21_EST,5,True,100
10-58-59-944_02-22-21_EST,5,True,100
10-59-59-932_02-22-21_EST,5,True,100
10-00-59-932_02-22-21_EST,5,True,100
10-01-59-909_02-22-21_EST,5,True,100
10-02-59-925_02-22-21_EST,5,True,100
10-03-59-932_02-22-21_EST,5,True,100
10-04-59-927_02-22-21_EST,5,True,100
10-05-59-900_02-22-21_EST,5,True,100
10-06-59-912_02-22-21_EST,5,True,100
10-07-59-907_02-22-21_EST,5,True,100
10-08-59-912_02-22-21_EST,5,True,100
10-09-59-919_02-22-21_EST,5,True,100
10-10-59-924_02-22-21_EST,5,True,100
10-11-59-899_02-22-21_EST,5,True,100
10-12-59-927_02-22-21_EST,5,True,100
10-13-59-915_02-22-21_EST,5,True,100
10-14-59-921_02-22-21_EST,5,True,100
10-15-59-903_02-22-21_EST,5,True,100
10-16-59-913_02-22-21_EST,5,True,100
10-17-59-929_02-22-21_EST,5,True,100
