date_time,x,is_charging,battery_level
05-01-21-517_02-25-21_EST,3,False,36
05-01-37-254_02-25-21_EST,3,False,36
05-01-37-451_02-25-21_EST,4,False,36
05-01-37-724_02-25-21_EST,4,False,36
05-01-37-895_02-25-21_EST,2,True,36
05-01-38-000_02-25-21_EST,2,True,36
05-01-38-153_02-25-21_EST,2,True,36
05-02-05-193_02-25-21_EST,2,True,36
05-02-07-839_02-25-21_EST,2,True,36
05-02-18-759_02-25-21_EST,2,True,36
05-02-28-130_02-25-21_EST,2,True,36
05-02-37-475_02-25-21_EST,2,True,36
05-03-16-585_02-25-21_EST,2,True,38
05-03-37-454_02-25-21_EST,2,True,38
05-03-50-281_02-25-21_EST,2,True,38
05-04-23-994_02-25-21_EST,2,True,40
05-04-37-467_02-25-21_EST,2,True,40
05-04-51-825_02-25-21_EST,2,True,40
05-05-19-650_02-25-21_EST,2,True,42
05-05-23-950_02-25-21_EST,2,True,42
05-05-37-458_02-25-21_EST,2,True,42
05-05-47-488_02-25-21_EST,2,True,42
05-06-16-781_02-25-21_EST,2,True,44
05-06-37-467_02-25-21_EST,2,True,44
05-06-44-629_02-25-21_EST,2,True,44
05-07-13-957_02-25-21_EST,2,True,45
05-07-37-458_02-25-21_EST,2,True,46
05-07-43-264_02-25-21_EST,2,True,46
05-08-16-670_02-25-21_EST,2,True,47
05-08-28-135_02-25-21_EST,2,True,48
05-08-37-451_02-25-21_EST,2,True,48
05-08-44-816_02-25-21_EST,2,True,49
05-09-15-599_02-25-21_EST,2,True,49
05-09-37-444_02-25-21_EST,2,True,50
05-09-47-868_02-25-21_EST,2,True,51
05-10-21-592_02-25-21_EST,2,True,51
05-10-37-440_02-25-21_EST,2,True,52
05-10-57-996_02-25-21_EST,2,True,53
05-11-30-488_02-25-21_EST,2,True,53
