date_time,x,is_charging,battery_level
11-00-46-521_03-03-21_EST,5,True,100
11-01-46-577_03-03-21_EST,5,True,100
11-02-46-586_03-03-21_EST,5,True,100
11-03-46-584_03-03-21_EST,5,True,100
11-04-46-572_03-03-21_EST,5,True,100
11-05-46-577_03-03-21_EST,5,True,100
11-06-46-572_03-03-21_EST,5,True,100
11-07-46-577_03-03-21_EST,5,True,100
11-08-46-550_03-03-21_EST,5,True,100
11-09-46-578_03-03-21_EST,5,True,100
11-10-46-562_03-03-21_EST,5,True,100
11-11-46-565_03-03-21_EST,5,True,100
11-12-46-576_03-03-21_EST,5,True,100
11-13-46-572_03-03-21_EST,5,True,100
11-14-46-569_03-03-21_EST,5,True,100
11-15-46-556_03-03-21_EST,5,True,100
11-16-46-574_03-03-21_EST,5,True,100
11-17-46-572_03-03-21_EST,5,True,100
11-18-46-566_03-03-21_EST,5,True,100
11-19-46-571_03-03-21_EST,5,True,100
11-20-46-578_03-03-21_EST,5,True,100
11-21-46-584_03-03-21_EST,5,True,100
11-22-46-551_03-03-21_EST,5,True,100
11-23-46-555_03-03-21_EST,5,True,100
11-24-46-579_03-03-21_EST,5,True,100
11-25-46-531_03-03-21_EST,5,True,100
11-26-46-571_03-03-21_EST,5,True,100
11-27-46-558_03-03-21_EST,5,True,100
11-28-46-571_03-03-21_EST,5,True,100
11-29-46-564_03-03-21_EST,5,True,100
11-30-46-575_03-03-21_EST,5,True,100
11-31-46-549_03-03-21_EST,5,True,100
11-32-46-567_03-03-21_EST,5,True,100
11-33-46-557_03-03-21_EST,5,True,100
11-34-46-554_03-03-21_EST,5,True,100
11-35-46-559_03-03-21_EST,5,True,100
11-36-46-548_03-03-21_EST,5,True,100
11-37-46-554_03-03-21_EST,5,True,100
11-38-46-565_03-03-21_EST,5,True,100
11-39-46-582_03-03-21_EST,5,True,100
11-40-46-574_03-03-21_EST,5,True,100
11-41-46-572_03-03-21_EST,5,True,100
11-42-46-570_03-03-21_EST,5,True,100
11-43-46-541_03-03-21_EST,5,True,100
11-44-46-591_03-03-21_EST,5,True,100
11-45-46-570_03-03-21_EST,5,True,100
11-46-46-571_03-03-21_EST,5,True,100
11-47-46-572_03-03-21_EST,5,True,100
