date_time,x,is_charging,battery_level
10-37-23-321_03-07-21_EST,5,True,100
10-38-23-344_03-07-21_EST,5,True,100
10-39-23-352_03-07-21_EST,5,True,100
10-40-23-360_03-07-21_EST,5,True,100
10-41-23-311_03-07-21_EST,5,True,100
10-42-23-344_03-07-21_EST,5,True,100
10-43-23-356_03-07-21_EST,5,True,100
10-44-23-346_03-07-21_EST,5,True,100
10-45-23-336_03-07-21_EST,5,True,100
10-46-23-346_03-07-21_EST,5,True,100
10-47-23-368_03-07-21_EST,5,True,100
10-48-23-339_03-07-21_EST,5,True,100
10-49-23-365_03-07-21_EST,5,True,100
10-50-23-355_03-07-21_EST,5,True,100
10-51-23-350_03-07-21_EST,5,True,100
10-52-23-360_03-07-21_EST,5,True,100
10-53-23-348_03-07-21_EST,5,True,100
10-54-23-306_03-07-21_EST,5,True,100
10-55-23-351_03-07-21_EST,5,True,100
10-56-23-344_03-07-21_EST,5,True,100
10-57-23-339_03-07-21_EST,5,True,100
10-58-23-359_03-07-21_EST,5,True,100
10-59-23-336_03-07-21_EST,5,True,100
